"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","rowTableMatcherSingleTest","Gradle suite","Sun Aug 31 02:49:00 UTC 2025","skipped","Sun Aug 31 02:49:00 UTC 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","rowTableMatcherSingleTest"
"","0","dataFilterTest","Gradle suite","Sun Aug 31 02:49:00 UTC 2025","skipped","Sun Aug 31 02:49:00 UTC 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","dataFilterTest"
"","0","tableChainTest","Gradle suite","Sun Aug 31 02:49:00 UTC 2025","skipped","Sun Aug 31 02:49:00 UTC 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","tableChainTest"
"","2","lineByNameTest","Gradle suite","Sun Aug 31 02:49:00 UTC 2025","skipped","Sun Aug 31 02:49:00 UTC 2025","org.mytests.tests.example.DataTableInteractTests","Gradle test","org.mytests.tests.example.DataTableInteractTests","lineByNameTest"
"","1","hugeTableSearchTest","Gradle suite","Sun Aug 31 02:49:00 UTC 2025","skipped","Sun Aug 31 02:49:00 UTC 2025","org.mytests.tests.example.JDIPerformanceTests","Gradle test","org.mytests.tests.example.JDIPerformanceTests","hugeTableSearchTest"
"","0","longTextTest","Gradle suite","Sun Aug 31 02:49:00 UTC 2025","skipped","Sun Aug 31 02:49:00 UTC 2025","org.mytests.tests.example.JDIPerformanceTests","Gradle test","org.mytests.tests.example.JDIPerformanceTests","longTextTest"
"","1","exactMatcherTest","Gradle suite","Sun Aug 31 02:49:00 UTC 2025","skipped","Sun Aug 31 02:49:00 UTC 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","exactMatcherTest"
"","0","dataColumnNameTest","Gradle suite","Sun Aug 31 02:49:00 UTC 2025","skipped","Sun Aug 31 02:49:00 UTC 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","dataColumnNameTest"
"","1","rowDataMatcherTest","Gradle suite","Sun Aug 31 02:49:00 UTC 2025","skipped","Sun Aug 31 02:49:00 UTC 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","rowDataMatcherTest"
"","0","tableParamsTest","Gradle suite","Sun Aug 31 02:49:00 UTC 2025","skipped","Sun Aug 31 02:49:00 UTC 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","tableParamsTest"
"","1","linesFilterTest","Gradle suite","Sun Aug 31 02:49:00 UTC 2025","skipped","Sun Aug 31 02:49:00 UTC 2025","org.mytests.tests.example.DataTableInteractTests","Gradle test","org.mytests.tests.example.DataTableInteractTests","linesFilterTest"
"","0","valueTest","Gradle suite","Sun Aug 31 02:49:00 UTC 2025","skipped","Sun Aug 31 02:49:00 UTC 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","valueTest"
"","1","allDataFilterTest","Gradle suite","Sun Aug 31 02:49:00 UTC 2025","skipped","Sun Aug 31 02:49:00 UTC 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","allDataFilterTest"
"","1","rowDataExactMatcherTest","Gradle suite","Sun Aug 31 02:49:00 UTC 2025","skipped","Sun Aug 31 02:49:00 UTC 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","rowDataExactMatcherTest"
"","1","hugeTableValidateTest","Gradle suite","Sun Aug 31 02:49:00 UTC 2025","skipped","Sun Aug 31 02:49:00 UTC 2025","org.mytests.tests.example.JDIPerformanceTests","Gradle test","org.mytests.tests.example.JDIPerformanceTests","hugeTableValidateTest"
"","0","menuTest","Gradle suite","Sun Aug 31 02:49:00 UTC 2025","skipped","Sun Aug 31 02:49:00 UTC 2025","org.mytests.tests.example.MenuTests","Gradle test","org.mytests.tests.example.MenuTests","menuTest"
"","2","atLeastTest","Gradle suite","Sun Aug 31 02:49:00 UTC 2025","skipped","Sun Aug 31 02:49:00 UTC 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","atLeastTest"
"","0","bigDropdownTest","Gradle suite","Sun Aug 31 02:49:00 UTC 2025","skipped","Sun Aug 31 02:49:00 UTC 2025","org.mytests.tests.example.JDIPerformanceTests","Gradle test","org.mytests.tests.example.JDIPerformanceTests","bigDropdownTest"
