"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","allDataFilterTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","allDataFilterTest"
"","0","exactMatcherTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","exactMatcherTest"
"","0","previewTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","previewTest"
"","1","fillContactsTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.FormTests","Gradle test","org.mytests.tests.example.FormTests","fillContactsTest"
"","1","linesFilterTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.DataTableInteractTests","Gradle test","org.mytests.tests.example.DataTableInteractTests","linesFilterTest"
"","0","dataFilterTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","dataFilterTest"
"","0","rowDataExactMatcherTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","rowDataExactMatcherTest"
"","1","rowTableMatcherSingleTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","rowTableMatcherSingleTest"
"","1","valueTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","valueTest"
"","0","noRowsTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","noRowsTest"
"","1","rowMatcherTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","rowMatcherTest"
"","1","atLeastTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","atLeastTest"
"","1","menuTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.MenuTests","Gradle test","org.mytests.tests.example.MenuTests","menuTest"
"","0","customMenuTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.MenuTests","Gradle test","org.mytests.tests.example.MenuTests","customMenuTest"
"","0","hugeTableSearchTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.JDIPerformanceTests","Gradle test","org.mytests.tests.example.JDIPerformanceTests","hugeTableSearchTest"
"","0","longTextTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.JDIPerformanceTests","Gradle test","org.mytests.tests.example.JDIPerformanceTests","longTextTest"
"","0","loginTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.FormTests","Gradle test","org.mytests.tests.example.FormTests","loginTest"
"","0","rowTableMatcherTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","rowTableMatcherTest"
"","1","commonMatchersTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","commonMatchersTest"
"","1","rowsAllTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.DataTableTests","Gradle test","org.mytests.tests.example.DataTableTests","rowsAllTest"
"","0","lineFilterTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.DataTableInteractTests","Gradle test","org.mytests.tests.example.DataTableInteractTests","lineFilterTest"
"","1","bigDropdownTest","Gradle suite","Mon Aug 04 02:25:27 GMT 2025","skipped","Mon Aug 04 02:25:27 GMT 2025","org.mytests.tests.example.JDIPerformanceTests","Gradle test","org.mytests.tests.example.JDIPerformanceTests","bigDropdownTest"
