"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 19 20:40:48 GMT 2023","Tue Dec 19 20:40:49 GMT 2023","511","Gradle suite","Gradle test","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","dataColumnTestIndex","dataColumnTestIndex",""
"passed","Tue Dec 19 20:40:38 GMT 2023","Tue Dec 19 20:40:39 GMT 2023","938","Gradle suite","Gradle test","org.mytests.tests.example.DataTableInteractTests","org.mytests.tests.example.DataTableInteractTests","lineFilterTest","lineFilterTest",""
"passed","Tue Dec 19 20:40:40 GMT 2023","Tue Dec 19 20:40:43 GMT 2023","3468","Gradle suite","Gradle test","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","allDataFilterTest","allDataFilterTest",""
"passed","Tue Dec 19 20:41:31 GMT 2023","Tue Dec 19 20:41:32 GMT 2023","1160","Gradle suite","Gradle test","org.mytests.tests.example.FormTests","org.mytests.tests.example.FormTests","loginTest","loginTest",""
"passed","Tue Dec 19 20:40:49 GMT 2023","Tue Dec 19 20:40:49 GMT 2023","403","Gradle suite","Gradle test","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","dataFilterTest","dataFilterTest",""
"passed","Tue Dec 19 20:41:35 GMT 2023","Tue Dec 19 20:41:39 GMT 2023","3435","Gradle suite","Gradle test","org.mytests.tests.example.MenuTests","org.mytests.tests.example.MenuTests","customMenuTest","customMenuTest",""
"passed","Tue Dec 19 20:41:01 GMT 2023","Tue Dec 19 20:41:01 GMT 2023","220","Gradle suite","Gradle test","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowTableMatcherSingleTest","rowTableMatcherSingleTest",""
"passed","Tue Dec 19 20:41:01 GMT 2023","Tue Dec 19 20:41:02 GMT 2023","216","Gradle suite","Gradle test","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowTableMatcherTest","rowTableMatcherTest",""
"passed","Tue Dec 19 20:40:56 GMT 2023","Tue Dec 19 20:40:59 GMT 2023","3027","Gradle suite","Gradle test","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowDataExactMatcherTest","rowDataExactMatcherTest",""
"passed","Tue Dec 19 20:41:34 GMT 2023","Tue Dec 19 20:41:35 GMT 2023","867","Gradle suite","Gradle test","org.mytests.tests.example.JDIPerformanceTests","org.mytests.tests.example.JDIPerformanceTests","hugeTableSearchTest","hugeTableSearchTest",""
"passed","Tue Dec 19 20:40:39 GMT 2023","Tue Dec 19 20:40:40 GMT 2023","1022","Gradle suite","Gradle test","org.mytests.tests.example.DataTableInteractTests","org.mytests.tests.example.DataTableInteractTests","linesFilterTest","linesFilterTest",""
"passed","Tue Dec 19 20:40:36 GMT 2023","Tue Dec 19 20:40:38 GMT 2023","1792","Gradle suite","Gradle test","org.mytests.tests.example.DataTableInteractTests","org.mytests.tests.example.DataTableInteractTests","lineByNameTest","lineByNameTest",""
"passed","Tue Dec 19 20:41:23 GMT 2023","Tue Dec 19 20:41:28 GMT 2023","5509","Gradle suite","Gradle test","org.mytests.tests.example.FormTests","org.mytests.tests.example.FormTests","fillContactFormTest","fillContactFormTest",""
"passed","Tue Dec 19 20:41:05 GMT 2023","Tue Dec 19 20:41:23 GMT 2023","17828","Gradle suite","Gradle test","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","tableChainTest","tableChainTest",""
"passed","Tue Dec 19 20:40:35 GMT 2023","Tue Dec 19 20:40:36 GMT 2023","1192","Gradle suite","Gradle test","org.mytests.tests.example.DataTableInteractTests","org.mytests.tests.example.DataTableInteractTests","lineByIndexTest","lineByIndexTest",""
"passed","Tue Dec 19 20:40:46 GMT 2023","Tue Dec 19 20:40:47 GMT 2023","1267","Gradle suite","Gradle test","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","commonMatchersTest","commonMatchersTest",""
"passed","Tue Dec 19 20:40:53 GMT 2023","Tue Dec 19 20:40:56 GMT 2023","3053","Gradle suite","Gradle test","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","noRowsTest","noRowsTest",""
"passed","Tue Dec 19 20:40:43 GMT 2023","Tue Dec 19 20:40:46 GMT 2023","2678","Gradle suite","Gradle test","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","atLeastTest","atLeastTest",""
"passed","Tue Dec 19 20:41:28 GMT 2023","Tue Dec 19 20:41:31 GMT 2023","2410","Gradle suite","Gradle test","org.mytests.tests.example.FormTests","org.mytests.tests.example.FormTests","fillContactsTest","fillContactsTest",""
"passed","Tue Dec 19 20:40:47 GMT 2023","Tue Dec 19 20:40:48 GMT 2023","1079","Gradle suite","Gradle test","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","dataColumnNameTest","dataColumnNameTest",""
"passed","Tue Dec 19 20:41:35 GMT 2023","Tue Dec 19 20:41:35 GMT 2023","281","Gradle suite","Gradle test","org.mytests.tests.example.JDIPerformanceTests","org.mytests.tests.example.JDIPerformanceTests","hugeTableValidateTest","hugeTableValidateTest",""
"passed","Tue Dec 19 20:41:02 GMT 2023","Tue Dec 19 20:41:05 GMT 2023","3008","Gradle suite","Gradle test","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowsAllTest","rowsAllTest",""
"passed","Tue Dec 19 20:41:35 GMT 2023","Tue Dec 19 20:41:35 GMT 2023","38","Gradle suite","Gradle test","org.mytests.tests.example.JDIPerformanceTests","org.mytests.tests.example.JDIPerformanceTests","longTextTest","longTextTest",""
"passed","Tue Dec 19 20:40:49 GMT 2023","Tue Dec 19 20:40:53 GMT 2023","3137","Gradle suite","Gradle test","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","exactMatcherTest","exactMatcherTest",""
"passed","Tue Dec 19 20:41:39 GMT 2023","Tue Dec 19 20:41:41 GMT 2023","2243","Gradle suite","Gradle test","org.mytests.tests.example.MenuTests","org.mytests.tests.example.MenuTests","menuTest","menuTest",""
"passed","Tue Dec 19 20:41:00 GMT 2023","Tue Dec 19 20:41:01 GMT 2023","1169","Gradle suite","Gradle test","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowMatcherTest","rowMatcherTest",""
"passed","Tue Dec 19 20:41:23 GMT 2023","Tue Dec 19 20:41:23 GMT 2023","47","Gradle suite","Gradle test","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","valueTest","valueTest",""
"passed","Tue Dec 19 20:41:23 GMT 2023","Tue Dec 19 20:41:23 GMT 2023","9","Gradle suite","Gradle test","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","tableParamsTest","tableParamsTest",""
"passed","Tue Dec 19 20:40:56 GMT 2023","Tue Dec 19 20:40:56 GMT 2023","46","Gradle suite","Gradle test","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","previewTest","previewTest",""
"passed","Tue Dec 19 20:40:59 GMT 2023","Tue Dec 19 20:41:00 GMT 2023","1161","Gradle suite","Gradle test","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowDataMatcherTest","rowDataMatcherTest",""
"passed","Tue Dec 19 20:41:32 GMT 2023","Tue Dec 19 20:41:34 GMT 2023","1779","Gradle suite","Gradle test","org.mytests.tests.example.JDIPerformanceTests","org.mytests.tests.example.JDIPerformanceTests","bigDropdownTest","bigDropdownTest",""
